,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,종료_동,시작_시간대,종료_시간대,요일
479894,2024-04-21,도착시간,1205,ST-46,여의동_001_3,ST-47,여의동_001_4,1,97,3854,여의동,여의동,12,13,일
479903,2024-04-21,도착시간,1205,ST-50,여의동_034_1,ST-3238,영등포동_035_1,1,8,1290,여의동,영등포동,12,13,일
479907,2024-04-21,도착시간,1205,ST-52,여의동_001_6,ST-52,여의동_001_6,2,127,19375,여의동,여의동,12,13,일
479909,2024-04-21,도착시간,1205,ST-53,여의동_034_2,ST-66,여의동_005_14,1,13,420,여의동,여의동,12,13,일
479928,2024-04-21,도착시간,1205,ST-64,여의동_004_2,ST-2031,가양1동_039_8,1,58,13631,여의동,가양1동,12,13,일
479935,2024-04-21,도착시간,1205,ST-70,여의동_016_1,ST-3072,여의동_005_4,1,8,1060,여의동,여의동,12,13,일
480187,2024-04-21,출발시간,1210,ST-1971,여의동_001_2,ST-1971,여의동_001_2,1,41,5230,여의동,여의동,12,13,일
480332,2024-04-21,출발시간,1210,ST-2646,여의동_003_8,ST-3061,여의동_036_1,1,13,1274,여의동,여의동,12,13,일
480380,2024-04-21,출발시간,1210,ST-2814,여의동_055_1,ST-62,여의동_017_1,1,17,2590,여의동,여의동,12,13,일
480407,2024-04-21,출발시간,1210,ST-296,여의동_002_1,ST-296,여의동_002_1,1,53,4640,여의동,여의동,12,13,일
480408,2024-04-21,출발시간,1210,ST-296,여의동_002_1,ST-51,여의동_001_5,1,3,740,여의동,여의동,12,13,일
480434,2024-04-21,출발시간,1210,ST-3160,여의동_026_1,ST-2694,여의동_003_11,1,22,2750,여의동,여의동,12,13,일
480503,2024-04-21,출발시간,1210,ST-424,여의동_005_8,ST-1539,양평2동_014_1,1,30,4503,여의동,양평2동,12,13,일
480504,2024-04-21,출발시간,1210,ST-425,여의동_035_2,ST-3241,당산1동_032_2,1,20,2762,여의동,당산1동,12,13,일
480534,2024-04-21,출발시간,1210,ST-52,여의동_001_6,ST-2815,영등포동_024_2,2,29,4274,여의동,영등포동,12,13,일
480535,2024-04-21,출발시간,1210,ST-52,여의동_001_6,ST-59,여의동_036_3,1,79,7101,여의동,여의동,12,13,일
480558,2024-04-21,출발시간,1210,ST-59,여의동_036_3,ST-424,여의동_005_8,1,4,870,여의동,여의동,12,13,일
480559,2024-04-21,출발시간,1210,ST-59,여의동_036_3,ST-50,여의동_034_1,1,56,2428,여의동,여의동,12,13,일
480569,2024-04-21,출발시간,1210,ST-63,여의동_045_1,ST-307,신길7동_001_2,1,7,642,여의동,신길7동,12,13,일
480572,2024-04-21,출발시간,1210,ST-63,여의동_045_1,ST-692,흑석동_028_1,1,29,4742,여의동,흑석동,12,13,일
480582,2024-04-21,출발시간,1210,ST-67,여의동_061_1,ST-51,여의동_001_5,1,30,2100,여의동,여의동,12,13,일
480587,2024-04-21,출발시간,1210,ST-69,여의동_051_2,ST-69,여의동_051_2,1,28,910,여의동,여의동,12,13,일
480588,2024-04-21,출발시간,1210,ST-69,여의동_051_2,ST-71,여의동_050_1,1,2,265,여의동,여의동,12,13,일
480589,2024-04-21,출발시간,1210,ST-69,여의동_051_2,ST-72,여의동_005_15,1,5,618,여의동,여의동,12,13,일
480593,2024-04-21,출발시간,1210,ST-73,여의동_009_1,ST-296,여의동_002_1,1,42,6187,여의동,여의동,12,13,일
480929,2024-04-21,도착시간,1210,ST-2643,여의동_003_5,X,,1,5,141,여의동,,12,13,일
481017,2024-04-21,도착시간,1210,ST-3073,여의동_005_5,ST-750,반포3동_001_2,1,104,16556,여의동,반포3동,12,13,일
481075,2024-04-21,도착시간,1210,ST-414,여의동_003_12,ST-307,신길7동_001_2,1,21,3440,여의동,신길7동,12,13,일
481078,2024-04-21,도착시간,1210,ST-424,여의동_005_8,ST-53,여의동_034_2,1,19,2056,여의동,여의동,12,13,일
481091,2024-04-21,도착시간,1210,ST-47,여의동_001_4,ST-64,여의동_004_2,1,7,1147,여의동,여의동,12,13,일
481107,2024-04-21,도착시간,1210,ST-52,여의동_001_6,ST-296,여의동_002_1,1,51,9260,여의동,여의동,12,13,일
481109,2024-04-21,도착시간,1210,ST-53,여의동_034_2,ST-214,공덕동_011_1,1,63,6080,여의동,공덕동,12,13,일
481132,2024-04-21,도착시간,1210,ST-64,여의동_004_2,ST-55,여의동_005_10,3,59,3146,여의동,여의동,12,13,일
481137,2024-04-21,도착시간,1210,ST-68,여의동_058_1,ST-3072,여의동_005_4,1,13,1662,여의동,여의동,12,13,일
481139,2024-04-21,도착시간,1210,ST-69,여의동_051_2,ST-71,여의동_050_1,1,2,265,여의동,여의동,12,13,일
481142,2024-04-21,도착시간,1210,ST-70,여의동_016_1,ST-1497,목1동_004_2,1,39,5637,여의동,목1동,12,13,일
481148,2024-04-21,도착시간,1210,ST-73,여의동_009_1,ST-3160,여의동_026_1,1,59,4807,여의동,여의동,12,13,일
481564,2024-04-21,출발시간,1215,ST-2814,여의동_055_1,ST-2814,여의동_055_1,1,73,11287,여의동,여의동,12,13,일
481606,2024-04-21,출발시간,1215,ST-296,여의동_002_1,ST-296,여의동_002_1,1,102,16780,여의동,여의동,12,13,일
481626,2024-04-21,출발시간,1215,ST-3072,여의동_005_4,ST-1649,영등포동_012_1,1,25,2290,여의동,영등포동,12,13,일
481627,2024-04-21,출발시간,1215,ST-3072,여의동_005_4,ST-294,당산2동_003_3,1,24,2893,여의동,당산2동,12,13,일
481629,2024-04-21,출발시간,1215,ST-3072,여의동_005_4,ST-416,문래동_003_1,1,53,6168,여의동,문래동,12,13,일
481630,2024-04-21,출발시간,1215,ST-3072,여의동_005_4,ST-52,여의동_001_6,1,44,4021,여의동,여의동,12,13,일
481723,2024-04-21,출발시간,1215,ST-53,여의동_034_2,ST-66,여의동_005_14,1,6,1127,여의동,여의동,12,13,일
481729,2024-04-21,출발시간,1215,ST-55,여의동_005_10,ST-205,도화동_037_1,1,14,2410,여의동,도화동,12,13,일
481737,2024-04-21,출발시간,1215,ST-59,여의동_036_3,ST-3142,영등포본동_015_4,1,9,1100,여의동,영등포본동,12,13,일
481745,2024-04-21,출발시간,1215,ST-62,여의동_017_1,ST-66,여의동_005_14,1,25,1121,여의동,여의동,12,13,일
481748,2024-04-21,출발시간,1215,ST-63,여의동_045_1,ST-1968,영등포동_006_1,1,22,2638,여의동,영등포동,12,13,일
481751,2024-04-21,출발시간,1215,ST-66,여의동_005_14,ST-2807,당산2동_036_1,1,22,3260,여의동,당산2동,12,13,일
481752,2024-04-21,출발시간,1215,ST-66,여의동_005_14,ST-46,여의동_001_3,3,33,4483,여의동,여의동,12,13,일
481753,2024-04-21,출발시간,1215,ST-66,여의동_005_14,ST-55,여의동_005_10,1,8,746,여의동,여의동,12,13,일
481754,2024-04-21,출발시간,1215,ST-67,여의동_061_1,ST-2905,망원1동_041_1,1,38,10352,여의동,망원1동,12,13,일
481756,2024-04-21,출발시간,1215,ST-69,여의동_051_2,ST-685,대방동_008_1,1,54,4909,여의동,대방동,12,13,일
481757,2024-04-21,출발시간,1215,ST-69,여의동_051_2,ST-69,여의동_051_2,1,57,1440,여의동,여의동,12,13,일
481766,2024-04-21,출발시간,1215,ST-73,여의동_009_1,ST-2694,여의동_003_11,1,12,1492,여의동,여의동,12,13,일
481767,2024-04-21,출발시간,1215,ST-73,여의동_009_1,ST-73,여의동_009_1,1,75,10310,여의동,여의동,12,13,일
482182,2024-04-21,도착시간,1215,ST-296,여의동_002_1,ST-205,도화동_037_1,1,13,2585,여의동,도화동,12,13,일
482183,2024-04-21,도착시간,1215,ST-296,여의동_002_1,ST-51,여의동_001_5,1,3,740,여의동,여의동,12,13,일
482217,2024-04-21,도착시간,1215,ST-3160,여의동_026_1,ST-70,여의동_016_1,2,12,1362,여의동,여의동,12,13,일
482261,2024-04-21,도착시간,1215,ST-425,여의동_035_2,ST-2810,신길1동_004_1,1,54,9152,여의동,신길1동,12,13,일
482262,2024-04-21,도착시간,1215,ST-425,여의동_035_2,ST-3066,신사동_028_1,2,112,21854,여의동,신사동,12,13,일
482282,2024-04-21,도착시간,1215,ST-50,여의동_034_1,ST-3204,영등포동_036_2,1,12,1690,여의동,영등포동,12,13,일
482290,2024-04-21,도착시간,1215,ST-52,여의동_001_6,ST-296,여의동_002_1,1,58,6010,여의동,여의동,12,13,일
482292,2024-04-21,도착시간,1215,ST-53,여의동_034_2,ST-3072,여의동_005_4,1,55,3301,여의동,여의동,12,13,일
482303,2024-04-21,도착시간,1215,ST-55,여의동_005_10,ST-69,여의동_051_2,2,21,2632,여의동,여의동,12,13,일
482311,2024-04-21,도착시간,1215,ST-59,여의동_036_3,ST-294,당산2동_003_3,2,48,4778,여의동,당산2동,12,13,일
482312,2024-04-21,도착시간,1215,ST-59,여의동_036_3,ST-424,여의동_005_8,1,4,870,여의동,여의동,12,13,일
482323,2024-04-21,도착시간,1215,ST-63,여의동_045_1,ST-307,신길7동_001_2,1,7,642,여의동,신길7동,12,13,일
482334,2024-04-21,도착시간,1215,ST-69,여의동_051_2,ST-72,여의동_005_15,1,5,618,여의동,여의동,12,13,일
482340,2024-04-21,도착시간,1215,ST-73,여의동_009_1,ST-73,여의동_009_1,2,119,2653,여의동,여의동,12,13,일
482737,2024-04-21,출발시간,1220,ST-2694,여의동_003_11,ST-3072,여의동_005_4,1,87,11360,여의동,여의동,12,13,일
482808,2024-04-21,출발시간,1220,ST-296,여의동_002_1,ST-668,구로3동_037_1,1,72,13810,여의동,구로3동,12,13,일
482903,2024-04-21,출발시간,1220,ST-47,여의동_001_4,ST-1545,노량진1동_001_1,1,57,5368,여의동,노량진1동,12,13,일
482904,2024-04-21,출발시간,1220,ST-47,여의동_001_4,ST-2646,여의동_003_8,1,10,926,여의동,여의동,12,13,일
482905,2024-04-21,출발시간,1220,ST-47,여의동_001_4,ST-63,여의동_045_1,1,13,2109,여의동,여의동,12,13,일
482913,2024-04-21,출발시간,1220,ST-51,여의동_001_5,ST-53,여의동_034_2,1,10,1090,여의동,여의동,12,13,일
482917,2024-04-21,출발시간,1220,ST-52,여의동_001_6,ST-52,여의동_001_6,1,23,713,여의동,여의동,12,13,일
482935,2024-04-21,출발시간,1220,ST-59,여의동_036_3,ST-2899,여의동_005_2,1,7,823,여의동,여의동,12,13,일
482949,2024-04-21,출발시간,1220,ST-69,여의동_051_2,ST-1492,북아현동_001_2,1,38,1542,여의동,북아현동,12,13,일
482950,2024-04-21,출발시간,1220,ST-69,여의동_051_2,ST-71,여의동_050_1,1,36,1650,여의동,여의동,12,13,일
483353,2024-04-21,도착시간,1220,ST-2813,여의동_052_1,ST-2813,여의동_052_1,1,55,1601,여의동,여의동,12,13,일
483379,2024-04-21,도착시간,1220,ST-297,여의동_004_1,ST-205,도화동_037_1,1,38,2711,여의동,도화동,12,13,일
483400,2024-04-21,도착시간,1220,ST-3072,여의동_005_4,ST-426,당산2동_017_1,1,25,3410,여의동,당산2동,12,13,일
483459,2024-04-21,도착시간,1220,ST-46,여의동_001_3,ST-295,당산2동_051_1,1,37,2600,여의동,당산2동,12,13,일
483460,2024-04-21,도착시간,1220,ST-46,여의동_001_3,ST-307,신길7동_001_2,1,16,3036,여의동,신길7동,12,13,일
483461,2024-04-21,도착시간,1220,ST-46,여의동_001_3,ST-422,당산2동_004_2,1,21,2529,여의동,당산2동,12,13,일
483477,2024-04-21,도착시간,1220,ST-53,여의동_034_2,ST-66,여의동_005_14,1,6,1127,여의동,여의동,12,13,일
483483,2024-04-21,도착시간,1220,ST-55,여의동_005_10,ST-3160,여의동_026_1,1,26,4043,여의동,여의동,12,13,일
483494,2024-04-21,도착시간,1220,ST-59,여의동_036_3,ST-1968,영등포동_006_1,1,109,4501,여의동,영등포동,12,13,일
483514,2024-04-21,도착시간,1220,ST-68,여의동_058_1,ST-297,여의동_004_1,2,126,17350,여의동,여의동,12,13,일
483519,2024-04-21,도착시간,1220,ST-71,여의동_050_1,ST-1967,영등포본동_015_2,2,37,4399,여의동,영등포본동,12,13,일
483520,2024-04-21,도착시간,1220,ST-71,여의동_050_1,ST-71,여의동_050_1,1,131,19179,여의동,여의동,12,13,일
483798,2024-04-21,출발시간,1225,ST-1970,여의동_003_3,ST-2646,여의동_003_8,1,3,142,여의동,여의동,12,13,일
484032,2024-04-21,출발시간,1225,ST-3072,여의동_005_4,ST-70,여의동_016_1,1,8,1060,여의동,여의동,12,13,일
484052,2024-04-21,출발시간,1225,ST-3160,여의동_026_1,ST-70,여의동_016_1,1,58,790,여의동,여의동,12,13,일
484073,2024-04-21,출발시간,1225,ST-3239,여의동_005_7,ST-349,북가좌1동_008_1,1,83,12810,여의동,북가좌1동,12,13,일
484107,2024-04-21,출발시간,1225,ST-425,여의동_035_2,ST-52,여의동_001_6,1,57,6560,여의동,여의동,12,13,일
484116,2024-04-21,출발시간,1225,ST-46,여의동_001_3,ST-414,여의동_003_12,1,104,1051,여의동,여의동,12,13,일
484137,2024-04-21,출발시간,1225,ST-53,여의동_034_2,ST-53,여의동_034_2,1,21,2960,여의동,여의동,12,13,일
484143,2024-04-21,출발시간,1225,ST-55,여의동_005_10,ST-7,서교동_048_1,1,41,6748,여의동,서교동,12,13,일
484426,2024-04-21,도착시간,1225,ST-1970,여의동_003_3,ST-2646,여의동_003_8,1,3,142,여의동,여의동,12,13,일
484554,2024-04-21,도착시간,1225,ST-2646,여의동_003_8,ST-3061,여의동_036_1,1,13,1274,여의동,여의동,12,13,일
484595,2024-04-21,도착시간,1225,ST-2814,여의동_055_1,ST-62,여의동_017_1,1,17,2590,여의동,여의동,12,13,일
484661,2024-04-21,도착시간,1225,ST-3160,여의동_026_1,ST-3160,여의동_026_1,1,115,17772,여의동,여의동,12,13,일
484716,2024-04-21,도착시간,1225,ST-414,여의동_003_12,ST-1510,등촌1동_001_1,2,66,15691,여의동,등촌1동,12,13,일
484725,2024-04-21,도착시간,1225,ST-46,여의동_001_3,ST-295,당산2동_051_1,1,46,2697,여의동,당산2동,12,13,일
484740,2024-04-21,도착시간,1225,ST-52,여의동_001_6,ST-2815,영등포동_024_2,2,29,4274,여의동,영등포동,12,13,일
484743,2024-04-21,도착시간,1225,ST-53,여의동_034_2,ST-990,상암동_053_1,1,49,10390,여의동,상암동,12,13,일
484751,2024-04-21,도착시간,1225,ST-55,여의동_005_10,ST-295,당산2동_051_1,1,22,3795,여의동,당산2동,12,13,일
484762,2024-04-21,도착시간,1225,ST-59,여의동_036_3,ST-2899,여의동_005_2,1,7,823,여의동,여의동,12,13,일
484763,2024-04-21,도착시간,1225,ST-59,여의동_036_3,ST-3142,영등포본동_015_4,1,9,1100,여의동,영등포본동,12,13,일
484775,2024-04-21,도착시간,1225,ST-66,여의동_005_14,ST-55,여의동_005_10,1,8,746,여의동,여의동,12,13,일
484789,2024-04-21,도착시간,1225,ST-73,여의동_009_1,ST-3142,영등포본동_015_4,2,39,5458,여의동,영등포본동,12,13,일
485154,2024-04-21,출발시간,1230,ST-2694,여의동_003_11,ST-2694,여의동_003_11,1,27,1077,여의동,여의동,12,13,일
485209,2024-04-21,출발시간,1230,ST-2899,여의동_005_2,ST-68,여의동_058_1,1,10,1136,여의동,여의동,12,13,일
485253,2024-04-21,출발시간,1230,ST-3072,여의동_005_4,ST-3249,이촌1동_006_1,1,87,11998,여의동,이촌1동,12,13,일
485290,2024-04-21,출발시간,1230,ST-3239,여의동_005_7,ST-47,여의동_001_4,1,102,11530,여의동,여의동,12,13,일
485349,2024-04-21,출발시간,1230,ST-47,여의동_001_4,ST-2175,효창동_013_1,1,26,3686,여의동,효창동,12,13,일
485351,2024-04-21,출발시간,1230,ST-47,여의동_001_4,ST-73,여의동_009_1,1,17,910,여의동,여의동,12,13,일
485398,2024-04-21,출발시간,1230,ST-64,여의동_004_2,ST-421,양평2동_038_1,1,41,4783,여의동,양평2동,12,13,일
485412,2024-04-21,출발시간,1230,ST-69,여의동_051_2,ST-424,여의동_005_8,1,25,1181,여의동,여의동,12,13,일
485891,2024-04-21,도착시간,1230,ST-3160,여의동_026_1,ST-2694,여의동_003_11,1,22,2750,여의동,여의동,12,13,일
485943,2024-04-21,도착시간,1230,ST-424,여의동_005_8,ST-422,당산2동_004_2,1,25,4866,여의동,당산2동,12,13,일
485944,2024-04-21,도착시간,1230,ST-425,여의동_035_2,ST-3241,당산1동_032_2,1,20,2762,여의동,당산1동,12,13,일
485953,2024-04-21,도착시간,1230,ST-47,여의동_001_4,ST-2646,여의동_003_8,1,10,926,여의동,여의동,12,13,일
485955,2024-04-21,도착시간,1230,ST-47,여의동_001_4,ST-63,여의동_045_1,1,13,2109,여의동,여의동,12,13,일
485961,2024-04-21,도착시간,1230,ST-51,여의동_001_5,ST-53,여의동_034_2,1,10,1090,여의동,여의동,12,13,일
485974,2024-04-21,도착시간,1230,ST-55,여의동_005_10,ST-205,도화동_037_1,1,14,2410,여의동,도화동,12,13,일
485990,2024-04-21,도착시간,1230,ST-66,여의동_005_14,ST-46,여의동_001_3,3,33,4483,여의동,여의동,12,13,일
486008,2024-04-21,도착시간,1230,ST-73,여의동_009_1,ST-2694,여의동_003_11,1,12,1492,여의동,여의동,12,13,일
486481,2024-04-21,출발시간,1235,ST-297,여의동_004_1,ST-3098,천호2동_028_1,1,98,20678,여의동,천호2동,12,13,일
486506,2024-04-21,출발시간,1235,ST-3072,여의동_005_4,ST-3249,이촌1동_006_1,1,85,11660,여의동,이촌1동,12,13,일
486572,2024-04-21,출발시간,1235,ST-47,여의동_001_4,ST-73,여의동_009_1,1,15,842,여의동,여의동,12,13,일
486582,2024-04-21,출발시간,1235,ST-52,여의동_001_6,ST-1321,영등포동_036_1,1,9,1330,여의동,영등포동,12,13,일
486583,2024-04-21,출발시간,1235,ST-52,여의동_001_6,X,,1,65,1287,여의동,,12,13,일
486587,2024-04-21,출발시간,1235,ST-53,여의동_034_2,ST-53,여의동_034_2,1,24,4818,여의동,여의동,12,13,일
486600,2024-04-21,출발시간,1235,ST-60,여의동_036_4,ST-55,여의동_005_10,1,4,860,여의동,여의동,12,13,일
486604,2024-04-21,출발시간,1235,ST-62,여의동_017_1,ST-3061,여의동_036_1,1,2,380,여의동,여의동,12,13,일
486612,2024-04-21,출발시간,1235,ST-67,여의동_061_1,ST-424,여의동_005_8,1,14,2056,여의동,여의동,12,13,일
486622,2024-04-21,출발시간,1235,ST-70,여의동_016_1,ST-877,노량진1동_001_5,1,17,3580,여의동,노량진1동,12,13,일
487078,2024-04-21,도착시간,1235,ST-3072,여의동_005_4,ST-70,여의동_016_1,1,8,1060,여의동,여의동,12,13,일
487181,2024-04-21,도착시간,1235,ST-62,여의동_017_1,ST-3061,여의동_036_1,1,2,380,여의동,여의동,12,13,일
487183,2024-04-21,도착시간,1235,ST-63,여의동_045_1,ST-1968,영등포동_006_1,1,22,2638,여의동,영등포동,12,13,일
487194,2024-04-21,도착시간,1235,ST-69,여의동_051_2,ST-69,여의동_051_2,1,28,910,여의동,여의동,12,13,일
487504,2024-04-21,출발시간,1240,ST-1969,여의동_003_2,ST-2152,서교동_030_1,1,46,6230,여의동,서교동,12,13,일
487715,2024-04-21,출발시간,1240,ST-297,여의동_004_1,ST-278,양평2동_039_1,2,64,12650,여의동,양평2동,12,13,일
487733,2024-04-21,출발시간,1240,ST-3073,여의동_005_5,ST-705,난곡동_019_1,1,44,7100,여의동,난곡동,12,13,일
487785,2024-04-21,출발시간,1240,ST-424,여의동_005_8,ST-424,여의동_005_8,1,0,20,여의동,여의동,12,13,일
487786,2024-04-21,출발시간,1240,ST-425,여의동_035_2,ST-3160,여의동_026_1,1,22,1205,여의동,여의동,12,13,일
487837,2024-04-21,출발시간,1240,ST-59,여의동_036_3,ST-1969,여의동_003_2,1,6,1022,여의동,여의동,12,13,일
487844,2024-04-21,출발시간,1240,ST-62,여의동_017_1,ST-2810,신길1동_004_1,1,5,924,여의동,신길1동,12,13,일
487849,2024-04-21,출발시간,1240,ST-64,여의동_004_2,ST-3160,여의동_026_1,1,17,3390,여의동,여의동,12,13,일
487853,2024-04-21,출발시간,1240,ST-66,여의동_005_14,ST-62,여의동_017_1,1,106,1129,여의동,여의동,12,13,일
487867,2024-04-21,출발시간,1240,ST-72,여의동_005_15,ST-2899,여의동_005_2,1,4,794,여의동,여의동,12,13,일
487869,2024-04-21,출발시간,1240,ST-73,여의동_009_1,ST-1971,여의동_001_2,1,8,950,여의동,여의동,12,13,일
488283,2024-04-21,도착시간,1240,ST-2899,여의동_005_2,ST-68,여의동_058_1,1,10,1136,여의동,여의동,12,13,일
488294,2024-04-21,도착시간,1240,ST-296,여의동_002_1,ST-50,여의동_034_1,1,39,3050,여의동,여의동,12,13,일
488299,2024-04-21,도착시간,1240,ST-297,여의동_004_1,ST-297,여의동_004_1,2,101,20456,여의동,여의동,12,13,일
488318,2024-04-21,도착시간,1240,ST-3072,여의동_005_4,ST-1649,영등포동_012_1,1,25,2290,여의동,영등포동,12,13,일
488319,2024-04-21,도착시간,1240,ST-3072,여의동_005_4,ST-294,당산2동_003_3,1,24,2893,여의동,당산2동,12,13,일
488372,2024-04-21,도착시간,1240,ST-414,여의동_003_12,ST-426,당산2동_017_1,1,53,8900,여의동,당산2동,12,13,일
488377,2024-04-21,도착시간,1240,ST-424,여의동_005_8,ST-1539,양평2동_014_1,1,30,4503,여의동,양평2동,12,13,일
488378,2024-04-21,도착시간,1240,ST-424,여의동_005_8,ST-424,여의동_005_8,1,0,20,여의동,여의동,12,13,일
488415,2024-04-21,도착시간,1240,ST-55,여의동_005_10,ST-73,여의동_009_1,3,230,13301,여의동,여의동,12,13,일
488421,2024-04-21,도착시간,1240,ST-60,여의동_036_4,ST-55,여의동_005_10,1,4,860,여의동,여의동,12,13,일
488428,2024-04-21,도착시간,1240,ST-62,여의동_017_1,ST-66,여의동_005_14,1,25,1121,여의동,여의동,12,13,일
488429,2024-04-21,도착시간,1240,ST-63,여의동_045_1,ST-692,흑석동_028_1,1,29,4742,여의동,흑석동,12,13,일
488436,2024-04-21,도착시간,1240,ST-66,여의동_005_14,ST-2807,당산2동_036_1,1,22,3260,여의동,당산2동,12,13,일
488450,2024-04-21,도착시간,1240,ST-73,여의동_009_1,ST-1908,반포3동_035_1,1,102,15110,여의동,반포3동,12,13,일
488451,2024-04-21,도착시간,1240,ST-73,여의동_009_1,ST-53,여의동_034_2,1,117,16147,여의동,여의동,12,13,일
488911,2024-04-21,출발시간,1245,ST-2813,여의동_052_1,ST-2813,여의동_052_1,1,12,1115,여의동,여의동,12,13,일
488945,2024-04-21,출발시간,1245,ST-296,여의동_002_1,ST-47,여의동_001_4,1,50,1307,여의동,여의동,12,13,일
488965,2024-04-21,출발시간,1245,ST-3072,여의동_005_4,ST-3072,여의동_005_4,1,40,6785,여의동,여의동,12,13,일
489026,2024-04-21,출발시간,1245,ST-414,여의동_003_12,ST-1986,당산2동_026_1,1,35,4825,여의동,당산2동,12,13,일
489029,2024-04-21,출발시간,1245,ST-424,여의동_005_8,ST-59,여의동_036_3,1,40,4070,여의동,여의동,12,13,일
489074,2024-04-21,출발시간,1245,ST-52,여의동_001_6,ST-277,양평2동_004_1,2,74,9571,여의동,양평2동,12,13,일
489079,2024-04-21,출발시간,1245,ST-53,여의동_034_2,ST-3239,여의동_005_7,1,78,13496,여의동,여의동,12,13,일
489098,2024-04-21,출발시간,1245,ST-63,여의동_045_1,ST-2774,목5동_049_1,1,64,8950,여의동,목5동,12,13,일
489101,2024-04-21,출발시간,1245,ST-66,여의동_005_14,ST-66,여의동_005_14,1,50,1972,여의동,여의동,12,13,일
489110,2024-04-21,출발시간,1245,ST-69,여의동_051_2,ST-67,여의동_061_1,1,3,720,여의동,여의동,12,13,일
489111,2024-04-21,출발시간,1245,ST-69,여의동_051_2,ST-71,여의동_050_1,2,108,2190,여의동,여의동,12,13,일
489121,2024-04-21,출발시간,1245,ST-73,여의동_009_1,ST-1545,노량진1동_001_1,1,28,3972,여의동,노량진1동,12,13,일
489122,2024-04-21,출발시간,1245,ST-73,여의동_009_1,ST-20,서교동_029_1,2,104,11191,여의동,서교동,12,13,일
489123,2024-04-21,출발시간,1245,ST-73,여의동_009_1,ST-73,여의동_009_1,2,122,8611,여의동,여의동,12,13,일
489630,2024-04-21,도착시간,1245,ST-3160,여의동_026_1,ST-831,방화3동_005_1,1,80,17515,여의동,방화3동,12,13,일
489690,2024-04-21,도착시간,1245,ST-47,여의동_001_4,ST-73,여의동_009_1,1,17,910,여의동,여의동,12,13,일
489702,2024-04-21,도착시간,1245,ST-52,여의동_001_6,ST-1321,영등포동_036_1,1,9,1330,여의동,영등포동,12,13,일
489703,2024-04-21,도착시간,1245,ST-52,여의동_001_6,ST-297,여의동_004_1,2,165,7754,여의동,여의동,12,13,일
489704,2024-04-21,도착시간,1245,ST-52,여의동_001_6,ST-52,여의동_001_6,1,23,713,여의동,여의동,12,13,일
489707,2024-04-21,도착시간,1245,ST-53,여의동_034_2,ST-47,여의동_001_4,2,221,41452,여의동,여의동,12,13,일
489708,2024-04-21,도착시간,1245,ST-53,여의동_034_2,ST-53,여의동_034_2,4,132,13306,여의동,여의동,12,13,일
489726,2024-04-21,도착시간,1245,ST-59,여의동_036_3,ST-1969,여의동_003_2,1,6,1022,여의동,여의동,12,13,일
489732,2024-04-21,도착시간,1245,ST-62,여의동_017_1,ST-16,서강동_027_1,1,40,7011,여의동,서강동,12,13,일
489733,2024-04-21,도착시간,1245,ST-62,여의동_017_1,ST-2810,신길1동_004_1,1,5,924,여의동,신길1동,12,13,일
489735,2024-04-21,도착시간,1245,ST-63,여의동_045_1,ST-66,여의동_005_14,1,45,3128,여의동,여의동,12,13,일
489741,2024-04-21,도착시간,1245,ST-67,여의동_061_1,ST-51,여의동_001_5,1,30,2100,여의동,여의동,12,13,일
489749,2024-04-21,도착시간,1245,ST-72,여의동_005_15,ST-2899,여의동_005_2,1,4,794,여의동,여의동,12,13,일
489750,2024-04-21,도착시간,1245,ST-72,여의동_005_15,ST-296,여의동_002_1,2,79,9414,여의동,여의동,12,13,일
489754,2024-04-21,도착시간,1245,ST-73,여의동_009_1,ST-64,여의동_004_2,1,53,9755,여의동,여의동,12,13,일
490020,2024-04-21,출발시간,1250,ST-1970,여의동_003_3,ST-46,여의동_001_3,1,5,820,여의동,여의동,12,13,일
490249,2024-04-21,출발시간,1250,ST-296,여의동_002_1,ST-47,여의동_001_4,1,50,1300,여의동,여의동,12,13,일
490254,2024-04-21,출발시간,1250,ST-297,여의동_004_1,ST-297,여의동_004_1,1,49,1708,여의동,여의동,12,13,일
490296,2024-04-21,출발시간,1250,ST-3160,여의동_026_1,ST-3160,여의동_026_1,1,14,718,여의동,여의동,12,13,일
490297,2024-04-21,출발시간,1250,ST-3160,여의동_026_1,ST-424,여의동_005_8,1,17,692,여의동,여의동,12,13,일
490298,2024-04-21,출발시간,1250,ST-3160,여의동_026_1,ST-66,여의동_005_14,1,9,342,여의동,여의동,12,13,일
490368,2024-04-21,출발시간,1250,ST-47,여의동_001_4,ST-306,영등포동_037_1,1,14,1724,여의동,영등포동,12,13,일
490374,2024-04-21,출발시간,1250,ST-50,여의동_034_1,ST-3072,여의동_005_4,1,10,950,여의동,여의동,12,13,일
490384,2024-04-21,출발시간,1250,ST-52,여의동_001_6,ST-52,여의동_001_6,2,108,2826,여의동,여의동,12,13,일
490399,2024-04-21,출발시간,1250,ST-59,여의동_036_3,ST-3142,영등포본동_015_4,1,9,1150,여의동,영등포본동,12,13,일
490406,2024-04-21,출발시간,1250,ST-63,여의동_045_1,ST-2774,목5동_049_1,1,56,9110,여의동,목5동,12,13,일
