,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,시작_시간대,종료_시간대,요일,종료_동
553271,2024-04-21,도착시간,1620,ST-752,방배1동_007_1,ST-760,방배4동_011_1,3,38,5364,방배1동,16,17,일,방배4동
553272,2024-04-21,도착시간,1620,ST-754,방배2동_048_1,ST-1152,사당3동_024_1,1,11,2204,방배2동,16,17,일,사당3동
553273,2024-04-21,도착시간,1620,ST-760,방배4동_011_1,ST-760,방배4동_011_1,1,0,0,방배4동,16,17,일,방배4동
553317,2024-04-21,도착시간,1620,ST-935,방배4동_002_1,ST-1916,방배본동_030_1,1,7,826,방배4동,16,17,일,방배본동
553318,2024-04-21,도착시간,1620,ST-935,방배4동_002_1,ST-47,여의동_001_4,1,64,8616,방배4동,16,17,일,여의동
553322,2024-04-21,도착시간,1620,ST-949,방배본동_011_1,ST-758,방배4동_004_1,1,4,634,방배본동,16,17,일,방배4동
553557,2024-04-21,출발시간,1625,ST-1914,방배4동_026_1,ST-2658,반포4동_024_1,1,18,2480,방배4동,16,17,일,반포4동
553899,2024-04-21,출발시간,1625,ST-3181,방배3동_045_2,ST-752,방배1동_007_1,1,9,1707,방배3동,16,17,일,방배1동
554065,2024-04-21,출발시간,1625,ST-754,방배2동_048_1,ST-2364,사당1동_015_1,1,23,1540,방배2동,16,17,일,사당1동
554066,2024-04-21,출발시간,1625,ST-759,방배4동_022_1,ST-753,방배2동_039_1,3,25,3627,방배4동,16,17,일,방배2동
554109,2024-04-21,출발시간,1625,ST-935,방배4동_002_1,ST-2370,행운동_017_1,1,37,3725,방배4동,16,17,일,행운동
554110,2024-04-21,출발시간,1625,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,0,0,방배4동,16,17,일,방배4동
554206,2024-04-21,도착시간,1625,ST-1307,방배3동_009_1,ST-1152,사당3동_024_1,1,36,2604,방배3동,16,17,일,사당3동
554334,2024-04-21,도착시간,1625,ST-1739,방배2동_005_1,ST-753,방배2동_039_1,1,4,630,방배2동,16,17,일,방배2동
554335,2024-04-21,도착시간,1625,ST-1739,방배2동_005_1,ST-924,사당1동_002_1,1,73,11093,방배2동,16,17,일,사당1동
554377,2024-04-21,도착시간,1625,ST-1914,방배4동_026_1,ST-1152,사당3동_024_1,1,17,2191,방배4동,16,17,일,사당3동
554378,2024-04-21,도착시간,1625,ST-1916,방배본동_030_1,ST-752,방배1동_007_1,2,274,26716,방배본동,16,17,일,방배1동
554669,2024-04-21,도착시간,1625,ST-3086,방배본동_015_1,ST-47,여의동_001_4,4,205,31812,방배본동,16,17,일,여의동
554670,2024-04-21,도착시간,1625,ST-3086,방배본동_015_1,ST-935,방배4동_002_1,1,7,1124,방배본동,16,17,일,방배4동
554860,2024-04-21,도착시간,1625,ST-752,방배1동_007_1,ST-2669,방배3동_006_1,1,44,5070,방배1동,16,17,일,방배3동
554861,2024-04-21,도착시간,1625,ST-758,방배4동_004_1,ST-760,방배4동_011_1,1,4,719,방배4동,16,17,일,방배4동
554862,2024-04-21,도착시간,1625,ST-760,방배4동_011_1,ST-2359,사당3동_005_1,1,7,889,방배4동,16,17,일,사당3동
554863,2024-04-21,도착시간,1625,ST-760,방배4동_011_1,ST-3239,여의동_005_7,2,106,17906,방배4동,16,17,일,여의동
554920,2024-04-21,도착시간,1625,ST-935,방배4동_002_1,ST-787,논현1동_043_1,1,32,590,방배4동,16,17,일,논현1동
554921,2024-04-21,도착시간,1625,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,0,0,방배4동,16,17,일,방배4동
555671,2024-04-21,출발시간,1630,ST-758,방배4동_004_1,ST-777,신사동_001_1,1,51,1944,방배4동,16,17,일,신사동
556138,2024-04-21,도착시간,1630,ST-2669,방배3동_006_1,ST-1152,사당3동_024_1,1,68,4050,방배3동,16,17,일,사당3동
556264,2024-04-21,도착시간,1630,ST-3180,방배3동_045_1,ST-881,양재1동_051_1,1,38,7887,방배3동,16,17,일,양재1동
556265,2024-04-21,도착시간,1630,ST-3181,방배3동_045_2,ST-1729,삼전동_046_1,1,48,9119,방배3동,16,17,일,삼전동
556417,2024-04-21,도착시간,1630,ST-752,방배1동_007_1,ST-2188,한남동_007_1,2,219,16830,방배1동,16,17,일,한남동
556418,2024-04-21,도착시간,1630,ST-759,방배4동_022_1,ST-753,방배2동_039_1,2,15,2481,방배4동,16,17,일,방배2동
556419,2024-04-21,도착시간,1630,ST-760,방배4동_011_1,ST-3086,방배본동_015_1,2,18,2891,방배4동,16,17,일,방배본동
556462,2024-04-21,도착시간,1630,ST-949,방배본동_011_1,ST-3064,상도2동_023_1,1,58,5410,방배본동,16,17,일,상도2동
556723,2024-04-21,출발시간,1635,ST-1916,방배본동_030_1,ST-758,방배4동_004_1,1,8,700,방배본동,16,17,일,방배4동
557067,2024-04-21,출발시간,1635,ST-3086,방배본동_015_1,ST-702,신림동_029_1,1,57,11069,방배본동,16,17,일,신림동
557262,2024-04-21,출발시간,1635,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,3,432,방배4동,16,17,일,방배4동
557503,2024-04-21,도착시간,1635,ST-1739,방배2동_005_1,ST-1924,반포4동_038_1,1,26,2808,방배2동,16,17,일,반포4동
557540,2024-04-21,도착시간,1635,ST-1916,방배본동_030_1,ST-758,방배4동_004_1,1,143,1247,방배본동,16,17,일,방배4동
557749,2024-04-21,도착시간,1635,ST-2669,방배3동_006_1,ST-2363,사당1동_034_1,1,45,4980,방배3동,16,17,일,사당1동
557886,2024-04-21,도착시간,1635,ST-3181,방배3동_045_2,ST-729,사당1동_009_1,1,16,2788,방배3동,16,17,일,사당1동
557887,2024-04-21,도착시간,1635,ST-3181,방배3동_045_2,ST-752,방배1동_007_1,1,9,1707,방배3동,16,17,일,방배1동
558026,2024-04-21,도착시간,1635,ST-758,방배4동_004_1,ST-758,방배4동_004_1,1,11,2210,방배4동,16,17,일,방배4동
558027,2024-04-21,도착시간,1635,ST-759,방배4동_022_1,ST-753,방배2동_039_1,1,10,1146,방배4동,16,17,일,방배2동
558083,2024-04-21,도착시간,1635,ST-935,방배4동_002_1,ST-295,당산2동_051_1,2,122,22913,방배4동,16,17,일,당산2동
558827,2024-04-21,출발시간,1640,ST-753,방배2동_039_1,ST-1739,방배2동_005_1,1,3,622,방배2동,16,17,일,방배2동
558828,2024-04-21,출발시간,1640,ST-753,방배2동_039_1,ST-949,방배본동_011_1,1,9,1904,방배2동,16,17,일,방배본동
558829,2024-04-21,출발시간,1640,ST-756,방배3동_006_2,X,,1,50,3101,방배3동,16,17,일,
558830,2024-04-21,출발시간,1640,ST-758,방배4동_004_1,ST-758,방배4동_004_1,1,3,73,방배4동,16,17,일,방배4동
558831,2024-04-21,출발시간,1640,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,47,4626,방배4동,16,17,일,방배4동
558881,2024-04-21,출발시간,1640,ST-949,방배본동_011_1,ST-758,방배4동_004_1,1,10,1280,방배본동,16,17,일,방배4동
559424,2024-04-21,도착시간,1640,ST-3086,방배본동_015_1,ST-55,여의동_005_10,2,98,13294,방배본동,16,17,일,여의동
559620,2024-04-21,도착시간,1640,ST-754,방배2동_048_1,ST-753,방배2동_039_1,1,79,17739,방배2동,16,17,일,방배2동
559621,2024-04-21,도착시간,1640,ST-758,방배4동_004_1,ST-758,방배4동_004_1,1,3,73,방배4동,16,17,일,방배4동
559622,2024-04-21,도착시간,1640,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,3,432,방배4동,16,17,일,방배4동
560419,2024-04-21,출발시간,1645,ST-753,방배2동_039_1,ST-1739,방배2동_005_1,1,3,700,방배2동,16,17,일,방배2동
560420,2024-04-21,출발시간,1645,ST-753,방배2동_039_1,ST-923,사당2동_052_1,1,12,1008,방배2동,16,17,일,사당2동
560470,2024-04-21,출발시간,1645,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,18,1700,방배4동,16,17,일,방배4동
560735,2024-04-21,도착시간,1645,ST-1914,방배4동_026_1,ST-2658,반포4동_024_1,1,18,2480,방배4동,16,17,일,반포4동
560736,2024-04-21,도착시간,1645,ST-1916,방배본동_030_1,ST-1916,방배본동_030_1,1,46,652,방배본동,16,17,일,방배본동
560737,2024-04-21,도착시간,1645,ST-1916,방배본동_030_1,ST-758,방배4동_004_1,1,8,700,방배본동,16,17,일,방배4동
561308,2024-04-21,도착시간,1645,ST-753,방배2동_039_1,ST-1158,서초3동_010_1,1,48,2690,방배2동,16,17,일,서초3동
561309,2024-04-21,도착시간,1645,ST-753,방배2동_039_1,ST-1739,방배2동_005_1,2,6,1323,방배2동,16,17,일,방배2동
561310,2024-04-21,도착시간,1645,ST-754,방배2동_048_1,ST-758,방배4동_004_1,2,56,5429,방배2동,16,17,일,방배4동
561580,2024-04-21,출발시간,1650,ST-1739,방배2동_005_1,ST-760,방배4동_011_1,1,2,0,방배2동,16,17,일,방배4동
561622,2024-04-21,출발시간,1650,ST-1915,방배본동_026_1,ST-1915,방배본동_026_1,1,0,0,방배본동,16,17,일,방배본동
561623,2024-04-21,출발시간,1650,ST-1915,방배본동_026_1,ST-442,서빙고동_012_1,4,555,16867,방배본동,16,17,일,서빙고동
562065,2024-04-21,출발시간,1650,ST-760,방배4동_011_1,ST-3086,방배본동_015_1,1,9,1440,방배4동,16,17,일,방배본동
562336,2024-04-21,도착시간,1650,ST-1739,방배2동_005_1,ST-760,방배4동_011_1,1,2,0,방배2동,16,17,일,방배4동
562387,2024-04-21,도착시간,1650,ST-1915,방배본동_026_1,ST-1915,방배본동_026_1,1,0,0,방배본동,16,17,일,방배본동
562701,2024-04-21,도착시간,1650,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,43,3645,방배본동,16,17,일,방배본동
562903,2024-04-21,도착시간,1650,ST-753,방배2동_039_1,ST-35,북가좌2동_020_1,1,110,19210,방배2동,16,17,일,북가좌2동
562904,2024-04-21,도착시간,1650,ST-753,방배2동_039_1,ST-949,방배본동_011_1,1,9,1904,방배2동,16,17,일,방배본동
562905,2024-04-21,도착시간,1650,ST-754,방배2동_048_1,ST-2364,사당1동_015_1,1,23,1540,방배2동,16,17,일,사당1동
562960,2024-04-21,도착시간,1650,ST-949,방배본동_011_1,ST-758,방배4동_004_1,1,10,1280,방배본동,16,17,일,방배4동
563676,2024-04-21,출발시간,1655,ST-754,방배2동_048_1,ST-884,중앙동_009_1,1,24,3488,방배2동,16,16,일,중앙동
563677,2024-04-21,출발시간,1655,ST-760,방배4동_011_1,ST-1739,방배2동_005_1,1,102,1390,방배4동,16,16,일,방배2동
563726,2024-04-21,출발시간,1655,ST-935,방배4동_002_1,ST-1163,방배4동_043_1,1,12,1402,방배4동,16,16,일,방배4동
563727,2024-04-21,출발시간,1655,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,8,556,방배4동,16,16,일,방배본동
563728,2024-04-21,출발시간,1655,ST-935,방배4동_002_1,X,,1,50,5345,방배4동,16,16,일,
564315,2024-04-21,도착시간,1655,ST-3086,방배본동_015_1,ST-714,은천동_051_1,1,57,3998,방배본동,16,16,일,은천동
564586,2024-04-21,도착시간,1655,ST-935,방배4동_002_1,ST-2368,사당2동_018_1,1,43,2715,방배4동,16,16,일,사당2동
565332,2024-04-21,출발시간,1700,ST-759,방배4동_022_1,ST-759,방배4동_022_1,2,0,0,방배4동,17,18,일,방배4동
565333,2024-04-21,출발시간,1700,ST-759,방배4동_022_1,ST-777,신사동_001_1,1,54,9829,방배4동,17,18,일,신사동
565404,2024-04-21,출발시간,1700,ST-935,방배4동_002_1,ST-1916,방배본동_030_1,1,121,5028,방배4동,17,18,일,방배본동
566126,2024-04-21,도착시간,1700,ST-753,방배2동_039_1,ST-923,사당2동_052_1,1,12,1008,방배2동,17,18,일,사당2동
566127,2024-04-21,도착시간,1700,ST-759,방배4동_022_1,ST-759,방배4동_022_1,2,0,0,방배4동,17,18,일,방배4동
566128,2024-04-21,도착시간,1700,ST-760,방배4동_011_1,ST-3086,방배본동_015_1,1,9,1440,방배4동,17,18,일,방배본동
566173,2024-04-21,도착시간,1700,ST-935,방배4동_002_1,ST-2370,행운동_017_1,1,37,3725,방배4동,17,18,일,행운동
566174,2024-04-21,도착시간,1700,ST-935,방배4동_002_1,ST-949,방배본동_011_1,1,8,556,방배4동,17,18,일,방배본동
566630,2024-04-21,출발시간,1705,ST-2669,방배3동_006_1,ST-752,방배1동_007_1,1,3,571,방배3동,17,18,일,방배1동
566746,2024-04-21,출발시간,1705,ST-3086,방배본동_015_1,ST-2664,반포2동_043_2,1,9,1073,방배본동,17,18,일,반포2동
566935,2024-04-21,출발시간,1705,ST-758,방배4동_004_1,ST-2362,사당1동_014_1,1,90,1982,방배4동,17,18,일,사당1동
566936,2024-04-21,출발시간,1705,ST-760,방배4동_011_1,ST-2934,반포본동_020_1,2,36,4216,방배4동,17,18,일,반포본동
566937,2024-04-21,출발시간,1705,ST-760,방배4동_011_1,ST-3144,서초3동_054_1,1,18,2089,방배4동,17,18,일,서초3동
566991,2024-04-21,출발시간,1705,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,54,2305,방배본동,17,18,일,방배4동
566992,2024-04-21,출발시간,1705,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,26,4372,방배본동,17,18,일,방배본동
567094,2024-04-21,도착시간,1705,ST-1309,방배4동_020_1,ST-758,방배4동_004_1,1,82,6190,방배4동,17,18,일,방배4동
567245,2024-04-21,도착시간,1705,ST-1915,방배본동_026_1,ST-1916,방배본동_030_1,2,202,33200,방배본동,17,18,일,방배본동
567733,2024-04-21,도착시간,1705,ST-754,방배2동_048_1,ST-946,청파동_011_1,1,134,13016,방배2동,17,18,일,청파동
567734,2024-04-21,도착시간,1705,ST-758,방배4동_004_1,ST-758,방배4동_004_1,1,130,1853,방배4동,17,18,일,방배4동
567787,2024-04-21,도착시간,1705,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,18,1700,방배4동,17,18,일,방배4동
567792,2024-04-21,도착시간,1705,ST-949,방배본동_011_1,ST-2594,잠실4동_001_1,2,152,34323,방배본동,17,18,일,잠실4동
568041,2024-04-21,출발시간,1710,ST-1739,방배2동_005_1,ST-2934,반포본동_020_1,1,12,2520,방배2동,17,18,일,반포본동
568608,2024-04-21,출발시간,1710,ST-754,방배2동_048_1,ST-935,방배4동_002_1,1,14,1790,방배2동,17,18,일,방배4동
568609,2024-04-21,출발시간,1710,ST-760,방배4동_011_1,ST-760,방배4동_011_1,1,25,2400,방배4동,17,18,일,방배4동
568885,2024-04-21,도착시간,1710,ST-1916,방배본동_030_1,ST-1916,방배본동_030_1,1,48,5541,방배본동,17,18,일,방배본동
569087,2024-04-21,도착시간,1710,ST-2669,방배3동_006_1,ST-752,방배1동_007_1,1,3,571,방배3동,17,18,일,방배1동
569413,2024-04-21,도착시간,1710,ST-935,방배4동_002_1,ST-1163,방배4동_043_1,1,12,1402,방배4동,17,18,일,방배4동
570191,2024-04-21,출발시간,1715,ST-756,방배3동_006_2,ST-753,방배2동_039_1,1,6,2960,방배3동,17,18,일,방배2동
570821,2024-04-21,도착시간,1715,ST-3086,방배본동_015_1,ST-2664,반포2동_043_2,1,9,1073,방배본동,17,18,일,반포2동
571791,2024-04-21,출발시간,1720,ST-753,방배2동_039_1,ST-1739,방배2동_005_1,1,3,733,방배2동,17,18,일,방배2동
571792,2024-04-21,출발시간,1720,ST-756,방배3동_006_2,ST-3144,서초3동_054_1,1,66,1801,방배3동,17,18,일,서초3동
572074,2024-04-21,도착시간,1720,ST-1739,방배2동_005_1,ST-2934,반포본동_020_1,1,12,2520,방배2동,17,18,일,반포본동
572657,2024-04-21,도착시간,1720,ST-754,방배2동_048_1,ST-884,중앙동_009_1,1,24,3488,방배2동,17,18,일,중앙동
572658,2024-04-21,도착시간,1720,ST-758,방배4동_004_1,ST-777,신사동_001_1,1,51,1944,방배4동,17,18,일,신사동
572920,2024-04-21,출발시간,1725,ST-1915,방배본동_026_1,ST-928,반포2동_043_3,1,49,1255,방배본동,17,18,일,반포2동
572921,2024-04-21,출발시간,1725,ST-1916,방배본동_030_1,ST-1910,반포3동_001_1,1,16,2300,방배본동,17,18,일,반포3동
573401,2024-04-21,출발시간,1725,ST-753,방배2동_039_1,ST-760,방배4동_011_1,1,181,3662,방배2동,17,18,일,방배4동
573402,2024-04-21,출발시간,1725,ST-758,방배4동_004_1,ST-753,방배2동_039_1,1,11,1477,방배4동,17,18,일,방배2동
573403,2024-04-21,출발시간,1725,ST-760,방배4동_011_1,ST-3066,신사동_028_1,1,47,10210,방배4동,17,18,일,신사동
573468,2024-04-21,출발시간,1725,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,5,662,방배본동,17,18,일,방배4동
574166,2024-04-21,도착시간,1725,ST-753,방배2동_039_1,ST-1739,방배2동_005_1,1,3,733,방배2동,17,18,일,방배2동
574167,2024-04-21,도착시간,1725,ST-754,방배2동_048_1,ST-935,방배4동_002_1,1,14,1790,방배2동,17,18,일,방배4동
574168,2024-04-21,도착시간,1725,ST-756,방배3동_006_2,ST-753,방배2동_039_1,1,6,2960,방배3동,17,18,일,방배2동
574169,2024-04-21,도착시간,1725,ST-760,방배4동_011_1,ST-2934,반포본동_020_1,2,36,4216,방배4동,17,18,일,반포본동
574170,2024-04-21,도착시간,1725,ST-760,방배4동_011_1,ST-3144,서초3동_054_1,1,18,2089,방배4동,17,18,일,서초3동
574286,2024-04-21,출발시간,1730,ST-1163,방배4동_043_1,ST-927,반포1동_058_1,1,26,3726,방배4동,17,18,일,반포1동
574452,2024-04-21,출발시간,1730,ST-1739,방배2동_005_1,ST-2363,사당1동_034_1,1,94,5440,방배2동,17,18,일,사당1동
574770,2024-04-21,출발시간,1730,ST-3086,방배본동_015_1,ST-935,방배4동_002_1,1,7,1035,방배본동,17,18,일,방배4동
575022,2024-04-21,출발시간,1730,ST-949,방배본동_011_1,ST-747,반포2동_037_1,1,19,2620,방배본동,17,18,일,반포2동
575752,2024-04-21,도착시간,1730,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,47,4626,방배4동,17,18,일,방배4동
575822,2024-04-21,도착시간,1730,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,5,662,방배본동,17,18,일,방배4동
575823,2024-04-21,도착시간,1730,ST-949,방배본동_011_1,ST-949,방배본동_011_1,1,26,4372,방배본동,17,18,일,방배본동
577143,2024-04-21,도착시간,1735,ST-3086,방배본동_015_1,ST-702,신림동_029_1,1,57,11069,방배본동,17,18,일,신림동
577338,2024-04-21,도착시간,1735,ST-760,방배4동_011_1,ST-760,방배4동_011_1,1,25,2400,방배4동,17,18,일,방배4동
577604,2024-04-21,출발시간,1740,ST-1739,방배2동_005_1,ST-949,방배본동_011_1,1,86,12985,방배2동,17,18,일,방배본동
577646,2024-04-21,출발시간,1740,ST-1916,방배본동_030_1,ST-1916,방배본동_030_1,2,101,14264,방배본동,17,18,일,방배본동
577647,2024-04-21,출발시간,1740,ST-1916,방배본동_030_1,ST-928,반포2동_043_3,1,9,1599,방배본동,17,18,일,반포2동
577917,2024-04-21,출발시간,1740,ST-3086,방배본동_015_1,ST-70,여의동_016_1,1,46,6517,방배본동,17,18,일,여의동
578102,2024-04-21,출발시간,1740,ST-752,방배1동_007_1,ST-1915,방배본동_026_1,1,10,1438,방배1동,17,18,일,방배본동
578103,2024-04-21,출발시간,1740,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,4,527,방배4동,17,18,일,방배4동
578416,2024-04-21,도착시간,1740,ST-1916,방배본동_030_1,ST-1910,반포3동_001_1,1,16,2300,방배본동,17,18,일,반포3동
578742,2024-04-21,도착시간,1740,ST-3086,방배본동_015_1,ST-935,방배4동_002_1,1,7,1035,방배본동,17,18,일,방배4동
578931,2024-04-21,도착시간,1740,ST-758,방배4동_004_1,ST-753,방배2동_039_1,1,11,1477,방배4동,17,18,일,방배2동
578995,2024-04-21,도착시간,1740,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,97,0,방배4동,17,18,일,방배4동
579536,2024-04-21,출발시간,1745,ST-3086,방배본동_015_1,ST-1150,노량진1동_041_1,1,36,3995,방배본동,17,18,일,노량진1동
579730,2024-04-21,출발시간,1745,ST-753,방배2동_039_1,ST-712,남현동_025_1,2,102,4162,방배2동,17,18,일,남현동
579731,2024-04-21,출발시간,1745,ST-757,방배4동_026_2,ST-758,방배4동_004_1,1,46,960,방배4동,17,18,일,방배4동
580510,2024-04-21,도착시간,1745,ST-758,방배4동_004_1,ST-935,방배4동_002_1,1,4,527,방배4동,17,18,일,방배4동
580569,2024-04-21,도착시간,1745,ST-949,방배본동_011_1,ST-747,반포2동_037_1,1,19,2620,방배본동,17,18,일,반포2동
580661,2024-04-21,출발시간,1750,ST-1315,방배2동_046_1,ST-890,양재2동_001_2,2,126,13206,방배2동,17,18,일,양재2동
580755,2024-04-21,출발시간,1750,ST-1739,방배2동_005_1,ST-729,사당1동_009_1,1,2,111,방배2동,17,18,일,사당1동
580797,2024-04-21,출발시간,1750,ST-1914,방배4동_026_1,ST-2669,방배3동_006_1,1,9,1087,방배4동,17,18,일,방배3동
580798,2024-04-21,출발시간,1750,ST-1916,방배본동_030_1,ST-1739,방배2동_005_1,1,8,2110,방배본동,17,18,일,방배2동
581094,2024-04-21,출발시간,1750,ST-3086,방배본동_015_1,ST-2364,사당1동_015_1,1,90,15981,방배본동,17,18,일,사당1동
581095,2024-04-21,출발시간,1750,ST-3086,방배본동_015_1,ST-760,방배4동_011_1,2,80,3214,방배본동,17,18,일,방배4동
581283,2024-04-21,출발시간,1750,ST-760,방배4동_011_1,ST-3065,사당2동_017_1,1,10,1382,방배4동,17,18,일,사당2동
581633,2024-04-21,도착시간,1750,ST-1916,방배본동_030_1,ST-928,반포2동_043_3,1,9,1599,방배본동,17,18,일,반포2동
582159,2024-04-21,도착시간,1750,ST-752,방배1동_007_1,ST-1915,방배본동_026_1,1,10,1438,방배1동,17,18,일,방배본동
582456,2024-04-21,출발시간,1755,ST-1915,방배본동_026_1,ST-1915,방배본동_026_1,1,56,4320,방배본동,17,17,일,방배본동
582457,2024-04-21,출발시간,1755,ST-1915,방배본동_026_1,ST-1924,반포4동_038_1,1,4,849,방배본동,17,17,일,반포4동
582917,2024-04-21,출발시간,1755,ST-753,방배2동_039_1,ST-758,방배4동_004_1,1,10,1486,방배2동,17,17,일,방배4동
583035,2024-04-21,도착시간,1755,ST-1163,방배4동_043_1,ST-927,반포1동_058_1,1,26,3726,방배4동,17,17,일,반포1동
583200,2024-04-21,도착시간,1755,ST-1739,방배2동_005_1,ST-729,사당1동_009_1,1,2,111,방배2동,17,17,일,사당1동
583252,2024-04-21,도착시간,1755,ST-1915,방배본동_026_1,ST-1924,반포4동_038_1,1,4,849,방배본동,17,17,일,반포4동
583750,2024-04-21,도착시간,1755,ST-759,방배4동_022_1,ST-777,신사동_001_1,1,54,9829,방배4동,17,17,일,신사동
584047,2024-04-21,출발시간,1800,ST-1739,방배2동_005_1,ST-949,방배본동_011_1,2,25,2401,방배2동,18,19,일,방배본동
584392,2024-04-21,출발시간,1800,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,11,1982,방배본동,18,19,일,방배본동
584393,2024-04-21,출발시간,1800,ST-3086,방배본동_015_1,ST-949,방배본동_011_1,1,2,0,방배본동,18,19,일,방배본동
584638,2024-04-21,출발시간,1800,ST-935,방배4동_002_1,ST-753,방배2동_039_1,1,20,1400,방배4동,18,19,일,방배2동
584872,2024-04-21,도착시간,1800,ST-1914,방배4동_026_1,ST-2669,방배3동_006_1,1,9,1087,방배4동,18,19,일,방배3동
584873,2024-04-21,도착시간,1800,ST-1916,방배본동_030_1,ST-1739,방배2동_005_1,1,8,2110,방배본동,18,19,일,방배2동
585163,2024-04-21,도착시간,1800,ST-3086,방배본동_015_1,ST-2363,사당1동_034_1,1,110,11010,방배본동,18,19,일,사당1동
585164,2024-04-21,도착시간,1800,ST-3086,방배본동_015_1,ST-694,사당2동_026_1,1,158,9660,방배본동,18,19,일,사당2동
585362,2024-04-21,도착시간,1800,ST-760,방배4동_011_1,ST-3065,사당2동_017_1,1,10,1382,방배4동,18,19,일,사당2동
585421,2024-04-21,도착시간,1800,ST-949,방배본동_011_1,ST-935,방배4동_002_1,1,54,2305,방배본동,18,19,일,방배4동
585513,2024-04-21,출발시간,1805,ST-1309,방배4동_020_1,ST-923,사당2동_052_1,1,6,676,방배4동,18,19,일,사당2동
586016,2024-04-21,출발시간,1805,ST-3180,방배3동_045_1,ST-1918,서초3동_047_2,1,10,1708,방배3동,18,19,일,서초3동
586176,2024-04-21,출발시간,1805,ST-758,방배4동_004_1,ST-1306,서초3동_011_1,1,29,2680,방배4동,18,19,일,서초3동
586177,2024-04-21,출발시간,1805,ST-760,방배4동_011_1,ST-297,여의동_004_1,1,49,7630,방배4동,18,19,일,여의동
586178,2024-04-21,출발시간,1805,ST-760,방배4동_011_1,ST-760,방배4동_011_1,2,24,1650,방배4동,18,19,일,방배4동
586782,2024-04-21,도착시간,1805,ST-3086,방배본동_015_1,ST-760,방배4동_011_1,1,16,1559,방배본동,18,19,일,방배4동
586783,2024-04-21,도착시간,1805,ST-3086,방배본동_015_1,ST-949,방배본동_011_1,1,2,0,방배본동,18,19,일,방배본동
587008,2024-04-21,도착시간,1805,ST-753,방배2동_039_1,ST-758,방배4동_004_1,1,10,1486,방배2동,18,19,일,방배4동
587010,2024-04-21,도착시간,1805,ST-760,방배4동_011_1,ST-760,방배4동_011_1,1,1,0,방배4동,18,19,일,방배4동
587269,2024-04-21,출발시간,1810,ST-1739,방배2동_005_1,ST-1909,반포3동_035_2,1,25,3850,방배2동,18,19,일,반포3동
587587,2024-04-21,출발시간,1810,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,72,4020,방배본동,18,19,일,방배본동
587770,2024-04-21,출발시간,1810,ST-753,방배2동_039_1,ST-949,방배본동_011_1,1,10,1720,방배2동,18,19,일,방배본동
587772,2024-04-21,출발시간,1810,ST-760,방배4동_011_1,ST-1915,방배본동_026_1,1,12,1800,방배4동,18,19,일,방배본동
587773,2024-04-21,출발시간,1810,ST-760,방배4동_011_1,ST-760,방배4동_011_1,1,5,0,방배4동,18,19,일,방배4동
587946,2024-04-21,도착시간,1810,ST-1309,방배4동_020_1,ST-923,사당2동_052_1,1,6,676,방배4동,18,19,일,사당2동
588063,2024-04-21,도착시간,1810,ST-1739,방배2동_005_1,ST-949,방배본동_011_1,1,12,1259,방배2동,18,19,일,방배본동
588105,2024-04-21,도착시간,1810,ST-1915,방배본동_026_1,ST-928,반포2동_043_3,1,49,1255,방배본동,18,19,일,반포2동
588396,2024-04-21,도착시간,1810,ST-3086,방배본동_015_1,ST-3086,방배본동_015_1,1,11,1982,방배본동,18,19,일,방배본동
588711,2024-04-21,출발시간,1815,ST-1309,방배4동_020_1,ST-1916,방배본동_030_1,1,5,1039,방배4동,18,19,일,방배본동
589244,2024-04-21,출발시간,1815,ST-752,방배1동_007_1,ST-2934,반포본동_020_1,2,104,10475,방배1동,18,19,일,반포본동
589246,2024-04-21,출발시간,1815,ST-760,방배4동_011_1,ST-1915,방배본동_026_1,1,8,1387,방배4동,18,19,일,방배본동
589247,2024-04-21,출발시간,1815,ST-760,방배4동_011_1,ST-924,사당1동_002_1,1,7,1068,방배4동,18,19,일,사당1동
589284,2024-04-21,출발시간,1815,ST-935,방배4동_002_1,ST-935,방배4동_002_1,1,27,3270,방배4동,18,19,일,방배4동
589286,2024-04-21,출발시간,1815,ST-949,방배본동_011_1,ST-1152,사당3동_024_1,1,11,1890,방배본동,18,19,일,사당3동
